Gene,locus_tag(gene),old_locus_tag(gene),locus_tag(cds),old_locus_tag(cds),codonStart,translTable,product,protein _id,Unnamed: 9
gene=6530465..6531376,"locus_tag=""MXAN_RS25425""","old_locus_tag=""MXAN_5232""","locus_tag=""MXAN_RS25425""","old_locus_tag=""MXAN_5232""",codon_start=1,transl_table=11,"product=""RluA family pseudouridine synthase""","protein_id=""WP_011555199.1"" ",
gene=6531592..6532155,"locus_tag=""MXAN_RS25430""","old_locus_tag=""MXAN_5233""","locus_tag=""MXAN_RS25430""","old_locus_tag=""MXAN_5233""",codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_011555200.1"" ",
gene=6532145..6532708,"locus_tag=""MXAN_RS38820""","old_locus_tag=""MXAN_5234""","locus_tag=""MXAN_RS38820""","old_locus_tag=""MXAN_5234""",codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_011555201.1"" ",
gene=6532705..6533544,"locus_tag=""MXAN_RS25440""","old_locus_tag=""MXAN_5235""","locus_tag=""MXAN_RS25440""","old_locus_tag=""MXAN_5235""",codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_011555202.1"" ",
gene=6533911..6535554,"locus_tag=""MXAN_RS25445""","old_locus_tag=""MXAN_5236""","locus_tag=""MXAN_RS25445""","old_locus_tag=""MXAN_5236""",codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_225909988.1"" ",
gene=6536103..6536693,"locus_tag=""MXAN_RS25450""","old_locus_tag=""MXAN_5238""","locus_tag=""MXAN_RS25450""","old_locus_tag=""MXAN_5238""",codon_start=1,transl_table=11,"product=""GrpB family protein""","protein_id=""WP_074960240.1"" ",
gene=complement(6536873..6537547),"locus_tag=""MXAN_RS25455""","old_locus_tag=""MXAN_5239""","locus_tag=""MXAN_RS25455""","old_locus_tag=""MXAN_5239""",codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_225909408.1"" ",
gene=6538056..6538706,"locus_tag=""MXAN_RS25460""","old_locus_tag=""MXAN_5241""","locus_tag=""MXAN_RS25460""","old_locus_tag=""MXAN_5241""",codon_start=1,transl_table=11,"product=""LysM domain-containing protein""","protein_id=""WP_225909409.1"" ",
gene=6539138..6539749,"locus_tag=""MXAN_RS25465""","old_locus_tag=""MXAN_5242""","locus_tag=""MXAN_RS25465""","old_locus_tag=""MXAN_5242""",codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_225909410.1"" ",
gene=complement(6539911..6541230),"locus_tag=""MXAN_RS25470""","old_locus_tag=""MXAN_5243""","locus_tag=""MXAN_RS25470""","old_locus_tag=""MXAN_5243""",codon_start=1,transl_table=11,"product=""ferritin-like domain-containing protein""","protein_id=""WP_011555210.1"" ",
gene=6541625..6542233,"locus_tag=""MXAN_RS25475""","old_locus_tag=""MXAN_5244""","locus_tag=""MXAN_RS25475""","old_locus_tag=""MXAN_5244""",codon_start=1,transl_table=11,"product=""DUF417 family protein""","protein_id=""WP_011555211.1"" ",
gene=complement(6542239..6542769),"locus_tag=""MXAN_RS25480""","old_locus_tag=""MXAN_5245""","locus_tag=""MXAN_RS25480""","old_locus_tag=""MXAN_5245""",codon_start=1,transl_table=11,"product=""RNA polymerase sigma factor""","protein_id=""WP_216608758.1"" ",
gene=6543048..6543413,"locus_tag=""MXAN_RS25485""","old_locus_tag=""MXAN_5246""","locus_tag=""MXAN_RS25485""","old_locus_tag=""MXAN_5246""",codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_216608759.1"" ",
gene=complement(6543634..6545082),"locus_tag=""MXAN_RS25490""","old_locus_tag=""MXAN_5247""","locus_tag=""MXAN_RS25490""","old_locus_tag=""MXAN_5247""",codon_start=1,transl_table=11,"product=""glycoside hydrolase family 43 protein""","protein_id=""WP_225909411.1"" ",
gene=6545671..6546642,"locus_tag=""MXAN_RS25495""","old_locus_tag=""MXAN_5248""","locus_tag=""MXAN_RS25495""","old_locus_tag=""MXAN_5248""",codon_start=1,transl_table=11,"product=""MYXO-CTERM-anchored inactivated metalloprotease""","protein_id=""WP_011555215.1"" ",
gene=6547030..6547548,"locus_tag=""MXAN_RS25500""",,"locus_tag=""MXAN_RS25500""",,codon_start=1,transl_table=11,"product=""putative immunity protein""","protein_id=""WP_020477773.1"" ",
gene=6547636..6547968,"locus_tag=""MXAN_RS25505""","old_locus_tag=""MXAN_5250""","locus_tag=""MXAN_RS25505""","old_locus_tag=""MXAN_5250""",codon_start=1,transl_table=11,"product=""DUF1684 domain-containing protein""","protein_id=""WP_020477774.1"" ",
gene=6548003..6548743,"locus_tag=""MXAN_RS25510""","old_locus_tag=""MXAN_5251""","locus_tag=""MXAN_RS25510""","old_locus_tag=""MXAN_5251""",codon_start=1,transl_table=11,"protein_id=""WP_011555218.1"" ",,
gene=6548740..6549507,"locus_tag=""MXAN_RS25515""","old_locus_tag=""MXAN_5252""","locus_tag=""MXAN_RS25515""","old_locus_tag=""MXAN_5252""",codon_start=1,transl_table=11,"product=""glutathione S-transferase N-terminaldomain-containing protein""","protein_id=""WP_011555219.1"" ",
gene=complement(6549525..6550511),"locus_tag=""MXAN_RS25520""","old_locus_tag=""MXAN_5253""","locus_tag=""MXAN_RS25520""","old_locus_tag=""MXAN_5253""",codon_start=1,transl_table=11,"product=""histone deacetylase family protein""","protein_id=""WP_269216987.1"" ",
gene=6550861..6551298,"locus_tag=""MXAN_RS25525""","old_locus_tag=""MXAN_5255""","locus_tag=""MXAN_RS25525""","old_locus_tag=""MXAN_5255""",codon_start=1,transl_table=11,"product=""YciI family protein""","protein_id=""WP_011555222.1"" ",
gene=6551454..6552257,"locus_tag=""MXAN_RS25530""","old_locus_tag=""MXAN_5256""","locus_tag=""MXAN_RS25530""","old_locus_tag=""MXAN_5256""",codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_020477775.1"" ",
gene=complement(6552642..6553001),"locus_tag=""MXAN_RS25535""","old_locus_tag=""MXAN_5257""","locus_tag=""MXAN_RS25535""","old_locus_tag=""MXAN_5257""",codon_start=1,transl_table=11,"product=""DUF3175 domain-containing protein""","protein_id=""WP_011555224.1"" ",
gene=complement(6553573..6554493),"locus_tag=""MXAN_RS25540""","old_locus_tag=""MXAN_5259""","locus_tag=""MXAN_RS25540""","old_locus_tag=""MXAN_5259""",codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_011555226.1"" ",
gene=6554803..6556077,"locus_tag=""MXAN_RS25545""","old_locus_tag=""MXAN_5260""","locus_tag=""MXAN_RS25545""","old_locus_tag=""MXAN_5260""",codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_225909412.1"" ",
gene=complement(6556279..6556608),"locus_tag=""MXAN_RS25550""","old_locus_tag=""MXAN_5261""","locus_tag=""MXAN_RS25550""","old_locus_tag=""MXAN_5261""",codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_011555228.1"" ",
gene=6556875..6558374,"locus_tag=""MXAN_RS25555""","old_locus_tag=""MXAN_5262""","locus_tag=""MXAN_RS25555""","old_locus_tag=""MXAN_5262""",codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_216608760.1"" ",
gene=6558402..6558953,"locus_tag=""MXAN_RS25560""","old_locus_tag=""MXAN_5263""","locus_tag=""MXAN_RS25560""","old_locus_tag=""MXAN_5263""",codon_start=1,transl_table=11,"product=""RNA polymerase sigma factor""","protein_id=""WP_225887953.1"" ",
gene=6559105..6559956,"locus_tag=""MXAN_RS25565""","old_locus_tag=""MXAN_5264""","locus_tag=""MXAN_RS25565""","old_locus_tag=""MXAN_5264""",codon_start=1,transl_table=11,"product=""cation diffusion facilitator family transporter""","protein_id=""WP_225909413.1"" ",
gene=6560494..6563121,"locus_tag=""MXAN_RS25570""","old_locus_tag=""MXAN_5265""","locus_tag=""MXAN_RS25570""","old_locus_tag=""MXAN_5265""",codon_start=1,transl_table=11,"product=""galactose oxidase-like domain-containingprotein""","protein_id=""WP_225909414.1"" ",
gene=6563835..6564815,"locus_tag=""MXAN_RS25580""","old_locus_tag=""MXAN_5266""","locus_tag=""MXAN_RS25580""","old_locus_tag=""MXAN_5266""",codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_043662122.1"" ",
gene=6565661..6566905,"locus_tag=""MXAN_RS25585""","old_locus_tag=""MXAN_5267""","locus_tag=""MXAN_RS25585""","old_locus_tag=""MXAN_5267""",codon_start=1,transl_table=11,"product=""MFS transporter""","protein_id=""WP_011555234.1"" ",
gene=complement(6566943..6567680),"locus_tag=""MXAN_RS25590""","old_locus_tag=""MXAN_5268""","locus_tag=""MXAN_RS25590""","old_locus_tag=""MXAN_5268""",codon_start=1,transl_table=11,"product=""ferritin-like domain-containing protein""","protein_id=""WP_176973857.1"" ",
gene=6568719..6570320,"locus_tag=""MXAN_RS25595""","old_locus_tag=""MXAN_5269""","locus_tag=""MXAN_RS25595""","old_locus_tag=""MXAN_5269""",codon_start=1,transl_table=11,"product=""PKD domain-containing protein""","protein_id=""WP_171452244.1"" ",
gene=complement(6570418..6571386),"locus_tag=""MXAN_RS25600""","old_locus_tag=""MXAN_5270""","locus_tag=""MXAN_RS25600""","old_locus_tag=""MXAN_5270""",codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_011555237.1"" ",
gene=6571673..6572398,"locus_tag=""MXAN_RS25605""","old_locus_tag=""MXAN_5271""","locus_tag=""MXAN_RS25605""","old_locus_tag=""MXAN_5271""",codon_start=1,transl_table=11,"product=""helix-turn-helix transcriptional regulator""","protein_id=""WP_225909415.1"" ",
gene=complement(6572448..6572666),"locus_tag=""MXAN_RS37010""","old_locus_tag=""MXAN_5272""","locus_tag=""MXAN_RS37010""","old_locus_tag=""MXAN_5272""",codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_011555239.1"" ",
gene=6572801..6573088,"locus_tag=""MXAN_RS25610""","old_locus_tag=""MXAN_5273""","locus_tag=""MXAN_RS25610""","old_locus_tag=""MXAN_5273""",codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_011555240.1"" ",
gene=6573117..6573983,"locus_tag=""MXAN_RS25615""","old_locus_tag=""MXAN_5274""","locus_tag=""MXAN_RS25615""","old_locus_tag=""MXAN_5274""",codon_start=1,transl_table=11,"product=""helix-turn-helix transcriptional regulator""","protein_id=""WP_225909416.1"" ",
gene=6574129..6575934,"locus_tag=""MXAN_RS25620""","old_locus_tag=""MXAN_5275""","locus_tag=""MXAN_RS25620""","old_locus_tag=""MXAN_5275""",codon_start=1,transl_table=11,"product=""ABC transporter ATP-binding protein""","protein_id=""WP_011555242.1"" ",
gene=6575934..6577712,"locus_tag=""MXAN_RS25625""","old_locus_tag=""MXAN_5276""","locus_tag=""MXAN_RS25625""","old_locus_tag=""MXAN_5276""",codon_start=1,transl_table=11,"product=""ABC transporter ATP-binding protein""","protein_id=""WP_020477781.1"" ",
gene=complement(6577759..6579240),"locus_tag=""MXAN_RS25630""","old_locus_tag=""MXAN_5277""","locus_tag=""MXAN_RS25630""","old_locus_tag=""MXAN_5277""",codon_start=1,transl_table=11,"product=""DUF3943 domain-containing protein""","protein_id=""WP_225909417.1"" ",
gene=6580232..6581350,"locus_tag=""MXAN_RS39150""","old_locus_tag=""MXAN_5278""","locus_tag=""MXAN_RS39150""","old_locus_tag=""MXAN_5278""",codon_start=1,transl_table=11,"product=""MSCRAMM family adhesin SdrC""","protein_id=""WP_262417998.1"" ",
gene=complement(6581907..6583025),"locus_tag=""MXAN_RS25640""","old_locus_tag=""MXAN_5279""","locus_tag=""MXAN_RS25640""","old_locus_tag=""MXAN_5279""",codon_start=1,transl_table=11,"product=""lipoprotein""","protein_id=""WP_011555246.1"" ",
gene=6583272..6583955,"locus_tag=""MXAN_RS25645""","old_locus_tag=""MXAN_5280""","locus_tag=""MXAN_RS25645""","old_locus_tag=""MXAN_5280""",codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_011555247.1"" ",
gene=complement(6584047..6586365),"locus_tag=""MXAN_RS25650""","old_locus_tag=""MXAN_5281""","locus_tag=""MXAN_RS25650""","old_locus_tag=""MXAN_5281""",codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_011555248.1"" ",
gene=6586586..6586765,"locus_tag=""MXAN_RS37835""",,"locus_tag=""MXAN_RS37835""",,codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_141276589.1"" ",
gene=complement(6586926..6588080),"locus_tag=""MXAN_RS25655""","old_locus_tag=""MXAN_5284""","locus_tag=""MXAN_RS25655""","old_locus_tag=""MXAN_5284""",codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_225909418.1"" ",
gene=complement(6588389..6589558),"locus_tag=""MXAN_RS25660""","old_locus_tag=""MXAN_5285""","locus_tag=""MXAN_RS25660""","old_locus_tag=""MXAN_5285""",codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_020477784.1"" ",
gene=complement(6589793..6590227),"locus_tag=""MXAN_RS25665""","old_locus_tag=""MXAN_5287""","locus_tag=""MXAN_RS25665""","old_locus_tag=""MXAN_5287""",codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_225909419.1"" ",
gene=6590560..6591378,"locus_tag=""MXAN_RS25670""","old_locus_tag=""MXAN_5288""","locus_tag=""MXAN_RS25670""","old_locus_tag=""MXAN_5288""",codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_020477786.1"" ",
gene=6591593..6592675,"locus_tag=""MXAN_RS25675""","old_locus_tag=""MXAN_5290""","locus_tag=""MXAN_RS25675""","old_locus_tag=""MXAN_5290""",codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_011555257.1"" ",
gene=complement(6592735..6593634),"locus_tag=""MXAN_RS25680""","old_locus_tag=""MXAN_5291""","locus_tag=""MXAN_RS25680""","old_locus_tag=""MXAN_5291""",codon_start=1,transl_table=11,"product=""monofunctional biosynthetic peptidoglycantransglycosylase""","protein_id=""WP_011555258.1"" ",
gene=6593729..6595324,"locus_tag=""MXAN_RS25685""","old_locus_tag=""MXAN_5292""","locus_tag=""MXAN_RS25685""","old_locus_tag=""MXAN_5292""",codon_start=1,transl_table=11,"product=""DUF4034 domain-containing protein""","protein_id=""WP_225909420.1"" ",
gene=complement(6595370..6597055),"locus_tag=""MXAN_RS25690""","old_locus_tag=""MXAN_5293""","locus_tag=""MXAN_RS25690""","old_locus_tag=""MXAN_5293""",codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_011555260.1"" ",
gene=complement(6597305..6598081),"locus_tag=""MXAN_RS25695""","old_locus_tag=""MXAN_5295""","locus_tag=""MXAN_RS25695""","old_locus_tag=""MXAN_5295""",codon_start=1,transl_table=11,"product=""collagen-like protein""","protein_id=""WP_020477787.1"" ",
gene=complement(6598363..6599433),"locus_tag=""MXAN_RS25700""","old_locus_tag=""MXAN_5296""","locus_tag=""MXAN_RS25700""","old_locus_tag=""MXAN_5296""",codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_225909421.1"" ",
gene=complement(6599543..6600613),"locus_tag=""MXAN_RS25705""","old_locus_tag=""MXAN_5297""","locus_tag=""MXAN_RS25705""","old_locus_tag=""MXAN_5297""",codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_225909422.1"" ",
gene=6600741..6602876,"locus_tag=""MXAN_RS25710""","old_locus_tag=""MXAN_5299""","locus_tag=""MXAN_RS25710""","old_locus_tag=""MXAN_5299""",codon_start=1,transl_table=11,"product=""S9 family peptidase""","protein_id=""WP_011555265.1"" ",
gene=6603119..6603616,"locus_tag=""MXAN_RS25715""","old_locus_tag=""MXAN_5300""","locus_tag=""MXAN_RS25715""","old_locus_tag=""MXAN_5300""",codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_225909423.1"" ",
gene=6603641..6603781,"locus_tag=""MXAN_RS38235""","old_locus_tag=""MXAN_5301""","locus_tag=""MXAN_RS38235""","old_locus_tag=""MXAN_5301""",codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_011555267.1"" ",
gene=6603818..6604036,"locus_tag=""MXAN_RS25720""","old_locus_tag=""MXAN_5302""","locus_tag=""MXAN_RS25720""","old_locus_tag=""MXAN_5302""",codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_011555268.1"" ",
gene=complement(6604229..6604702),"locus_tag=""MXAN_RS25725""","old_locus_tag=""MXAN_5303""","locus_tag=""MXAN_RS25725""","old_locus_tag=""MXAN_5303""",codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_225909424.1"" ",
gene=complement(6604790..6607675),"locus_tag=""MXAN_RS25730""","old_locus_tag=""MXAN_5304""","locus_tag=""MXAN_RS25730""","old_locus_tag=""MXAN_5304""",codon_start=1,transl_table=11,"product=""YncE family protein""","protein_id=""WP_011555270.1"" ",
gene=6607980..6610682,"locus_tag=""MXAN_RS25735""","old_locus_tag=""MXAN_5305""","locus_tag=""MXAN_RS25735""","old_locus_tag=""MXAN_5305""",codon_start=1,transl_table=11,"product=""LuxR C-terminal-related transcriptionalregulator""","protein_id=""WP_216608764.1"" ",
gene=6610875..6611423,"locus_tag=""MXAN_RS25740""","old_locus_tag=""MXAN_5306""","locus_tag=""MXAN_RS25740""","old_locus_tag=""MXAN_5306""",codon_start=1,transl_table=11,"product=""GNAT family N-acetyltransferase""","protein_id=""WP_011555272.1"" ",
gene=6611420..6611680,"locus_tag=""MXAN_RS25745""","old_locus_tag=""MXAN_5307""","locus_tag=""MXAN_RS25745""","old_locus_tag=""MXAN_5307""",codon_start=1,transl_table=11,"protein_id=""WP_011555273.1"" ",,
gene=6611703..6612287,"locus_tag=""MXAN_RS38830""",,"locus_tag=""MXAN_RS38830""",,codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_225909425.1"" ",
gene=6612348..6613382,"locus_tag=""MXAN_RS38240""","old_locus_tag=""MXAN_5308""","locus_tag=""MXAN_RS38240""","old_locus_tag=""MXAN_5308""",codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_011555274.1"" ",
gene=complement(6613402..6613776),"locus_tag=""MXAN_RS25760""","old_locus_tag=""MXAN_5309""","locus_tag=""MXAN_RS25760""","old_locus_tag=""MXAN_5309""",codon_start=1,transl_table=11,"product=""cupin domain-containing protein""","protein_id=""WP_011555275.1"" ",
gene=complement(6613968..6614168),"locus_tag=""MXAN_RS25765""","old_locus_tag=""MXAN_5310""","locus_tag=""MXAN_RS25765""","old_locus_tag=""MXAN_5310""",codon_start=1,transl_table=11,"product=""cold-shock protein""","protein_id=""WP_011555276.1"" ",
gene=6614519..6615085,"locus_tag=""MXAN_RS25770""","old_locus_tag=""MXAN_5311""","locus_tag=""MXAN_RS25770""","old_locus_tag=""MXAN_5311""",codon_start=1,transl_table=11,"product=""periplasmic heavy metal sensor""","protein_id=""WP_011555277.1"" ",
gene=6615132..6615359,"locus_tag=""MXAN_RS37020""",,"locus_tag=""MXAN_RS37020""",,codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_043611505.1"" ",
gene=6615375..6616055,"locus_tag=""MXAN_RS25780""","old_locus_tag=""MXAN_5313""","locus_tag=""MXAN_RS25780""","old_locus_tag=""MXAN_5313""",codon_start=1,transl_table=11,"product=""response regulator transcription factor""","protein_id=""WP_011555279.1"" ",
gene=6616052..6617452,"locus_tag=""MXAN_RS25785""","old_locus_tag=""MXAN_5314""","locus_tag=""MXAN_RS25785""","old_locus_tag=""MXAN_5314""",codon_start=1,transl_table=11,"product=""HAMP domain-containing sensor histidine kinase""","protein_id=""WP_011555280.1"" ",
gene=complement(6617461..6618291),"locus_tag=""MXAN_RS25790""","old_locus_tag=""MXAN_5315""","locus_tag=""MXAN_RS25790""","old_locus_tag=""MXAN_5315""",codon_start=1,transl_table=11,"product=""carboxypeptidase regulatory-likedomain-containing protein""","protein_id=""WP_026113752.1"" ",
gene=complement(6618392..6619249),"locus_tag=""MXAN_RS25795""","old_locus_tag=""MXAN_5316""","locus_tag=""MXAN_RS25795""","old_locus_tag=""MXAN_5316""",codon_start=1,transl_table=11,"product=""ABC transporter permease""","protein_id=""WP_020477792.1"" ",
gene=complement(6619246..6620238),"locus_tag=""MXAN_RS25800""","old_locus_tag=""MXAN_5317""","locus_tag=""MXAN_RS25800""","old_locus_tag=""MXAN_5317""",codon_start=1,transl_table=11,"product=""ABC transporter ATP-binding protein""","protein_id=""WP_011555283.1"" ",
gene=complement(6620268..6621152),"locus_tag=""MXAN_RS25805""","old_locus_tag=""MXAN_5318""","locus_tag=""MXAN_RS25805""","old_locus_tag=""MXAN_5318""",codon_start=1,transl_table=11,"product=""heme o synthase""","protein_id=""WP_011555284.1"" ",
gene=complement(6621470..6623833),"locus_tag=""MXAN_RS25810""","old_locus_tag=""MXAN_5319""","locus_tag=""MXAN_RS25810""","old_locus_tag=""MXAN_5319""",codon_start=1,transl_table=11,"product=""tetratricopeptide repeat protein""","protein_id=""WP_026113753.1"" ",
gene=6624027..6624102,"locus_tag=""MXAN_RS25815""","old_locus_tag=""MXAN_5320""","locus_tag=""MXAN_RS25815""","old_locus_tag=""MXAN_5320""",codon_start=1,,"product=""tRNA-Ala"" ",,
gene=6624209..6624835,"locus_tag=""MXAN_RS25820""","old_locus_tag=""MXAN_5321""","locus_tag=""MXAN_RS25820""","old_locus_tag=""MXAN_5321""",codon_start=1,transl_table=11,"product=""DUF2760 domain-containing protein""","protein_id=""WP_011555286.1"" ",
gene=6624897..6626759,"locus_tag=""MXAN_RS25825""","old_locus_tag=""MXAN_5322""","locus_tag=""MXAN_RS25825""","old_locus_tag=""MXAN_5322""",codon_start=1,transl_table=11,"product=""Hsp70 family protein""","protein_id=""WP_011555287.1"" ",
gene=6626785..6629562,"locus_tag=""MXAN_RS25830""","old_locus_tag=""MXAN_5323""","locus_tag=""MXAN_RS25830""","old_locus_tag=""MXAN_5323""",codon_start=1,transl_table=11,"product=""Hsp70 family protein""","protein_id=""WP_011555288.1"" ",
gene=complement(6629638..6630036),"locus_tag=""MXAN_RS25835""","old_locus_tag=""MXAN_5324""","locus_tag=""MXAN_RS25835""","old_locus_tag=""MXAN_5324""",codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_011555289.1"" ",
gene=complement(6630258..6632045),"locus_tag=""MXAN_RS25840""","old_locus_tag=""MXAN_5325""","locus_tag=""MXAN_RS25840""","old_locus_tag=""MXAN_5325""",codon_start=1,transl_table=11,"protein_id=""WP_011555290.1"" ",,
gene=complement(6632091..6633341),"locus_tag=""MXAN_RS25845""","old_locus_tag=""MXAN_5326""","locus_tag=""MXAN_RS25845""","old_locus_tag=""MXAN_5326""",codon_start=1,transl_table=11,"product=""myxosortase-dependent phytase-like phosphatase""","protein_id=""WP_011555291.1"" ",
gene=6633484..6634458,"locus_tag=""MXAN_RS25850""","old_locus_tag=""MXAN_5327""","locus_tag=""MXAN_RS25850""","old_locus_tag=""MXAN_5327""",codon_start=1,transl_table=11,"product=""GDP-mannose 4,6-dehydratase""","protein_id=""WP_011555292.1"" ",
gene=6634459..6635385,"locus_tag=""MXAN_RS25855""","old_locus_tag=""MXAN_5328""","locus_tag=""MXAN_RS25855""","old_locus_tag=""MXAN_5328""",codon_start=1,transl_table=11,"product=""GDP-mannose 4,6-dehydratase""","protein_id=""WP_011555293.1"" ",
gene=complement(6635542..6636336),"locus_tag=""MXAN_RS25860""","old_locus_tag=""MXAN_5329""","locus_tag=""MXAN_RS25860""","old_locus_tag=""MXAN_5329""",codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_011555294.1"" ",
gene=6636351..6636872,"locus_tag=""MXAN_RS25865""","old_locus_tag=""MXAN_5330""","locus_tag=""MXAN_RS25865""","old_locus_tag=""MXAN_5330""",codon_start=1,transl_table=11,"product=""NADAR family protein""","protein_id=""WP_011555295.1"" ",
gene=complement(6636876..6637430),"locus_tag=""MXAN_RS25870""","old_locus_tag=""MXAN_5331""","locus_tag=""MXAN_RS25870""","old_locus_tag=""MXAN_5331""",codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_011555296.1"" ",
gene=complement(6637439..6638524),"locus_tag=""MXAN_RS25875""","old_locus_tag=""MXAN_5332""","locus_tag=""MXAN_RS25875""","old_locus_tag=""MXAN_5332""",codon_start=1,transl_table=11,"product=""glycosyltransferase family 1 protein""","protein_id=""WP_011555297.1"" ",
gene=6638572..6640812,"locus_tag=""MXAN_RS25880""","old_locus_tag=""MXAN_5333""","locus_tag=""MXAN_RS25880""","old_locus_tag=""MXAN_5333""",codon_start=1,transl_table=11,"product=""glycosyltransferase family 4 protein""","protein_id=""WP_011555298.1"" ",
gene=6640809..6641573,"locus_tag=""MXAN_RS25885""","old_locus_tag=""MXAN_5334""","locus_tag=""MXAN_RS25885""","old_locus_tag=""MXAN_5334""",codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_011555299.1"" ",
gene=6641727..6642548,"locus_tag=""MXAN_RS25890""","old_locus_tag=""MXAN_5335""","locus_tag=""MXAN_RS25890""","old_locus_tag=""MXAN_5335""",codon_start=1,transl_table=11,"product=""dolichyl-phosphate beta-glucosyltransferase""","protein_id=""WP_011555300.1"" ",
gene=6642709..6646488,"locus_tag=""MXAN_RS25895""","old_locus_tag=""MXAN_5336""","locus_tag=""MXAN_RS25895""","old_locus_tag=""MXAN_5336""",codon_start=1,transl_table=11,"product=""FAD-dependent oxidoreductase""","protein_id=""WP_011555301.1"" ",
gene=complement(6646511..6647182),"locus_tag=""MXAN_RS25900""","old_locus_tag=""MXAN_5337""","locus_tag=""MXAN_RS25900""","old_locus_tag=""MXAN_5337""",codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_011555302.1"" ",
gene=6647366..6647863,"locus_tag=""MXAN_RS25905""","old_locus_tag=""MXAN_5338""","locus_tag=""MXAN_RS25905""","old_locus_tag=""MXAN_5338""",codon_start=1,transl_table=11,"product=""histidine phosphatase family protein""","protein_id=""WP_011555303.1"" ",
gene=6647877..6648209,"locus_tag=""MXAN_RS25910""","old_locus_tag=""MXAN_5339""","locus_tag=""MXAN_RS25910""","old_locus_tag=""MXAN_5339""",codon_start=1,transl_table=11,"product=""iron donor protein CyaY""","protein_id=""WP_011555304.1"" ",
gene=complement(6648197..6649837),"locus_tag=""MXAN_RS25915""","old_locus_tag=""MXAN_5340""","locus_tag=""MXAN_RS25915""","old_locus_tag=""MXAN_5340""",codon_start=1,transl_table=11,"product=""diguanylate cyclase""","protein_id=""WP_011555305.1"" ",
gene=complement(6649837..6650394),"locus_tag=""MXAN_RS25920""","old_locus_tag=""MXAN_5341""","locus_tag=""MXAN_RS25920""","old_locus_tag=""MXAN_5341""",codon_start=1,transl_table=11,"product=""ribosome recycling factor""","protein_id=""WP_011555306.1"" ",
gene=complement(6650433..6651185),"locus_tag=""MXAN_RS25925""","old_locus_tag=""MXAN_5342""","locus_tag=""MXAN_RS25925""","old_locus_tag=""MXAN_5342""",codon_start=1,transl_table=11,"product=""UMP kinase""","protein_id=""WP_011555307.1"" ",
gene=complement(6651404..6652057),"locus_tag=""MXAN_RS25930""","old_locus_tag=""MXAN_5343""","locus_tag=""MXAN_RS25930""","old_locus_tag=""MXAN_5343""",codon_start=1,transl_table=11,"product=""translation elongation factor Ts""","protein_id=""WP_011555308.1"" ",
gene=complement(6652214..6653188),"locus_tag=""MXAN_RS25935""","old_locus_tag=""MXAN_5344""","locus_tag=""MXAN_RS25935""","old_locus_tag=""MXAN_5344""",codon_start=1,transl_table=11,"product=""30S ribosomal protein S2""","protein_id=""WP_020477795.1"" ",
